172,31
47,13
117,71
192,184
67,152
251,79
195,41
103,18
9,40
211,182
21,207
242,11
36,166
87,111
70,93
216,249
88,129
140,223
58,118
193,44
230,216
39,125
87,24
174,67
88,210
81,239
165,3
25,234
77,204
72,230
9,35
148,214
115,189
208,197
243,215
197,43
79,32
175,11
192,104
82,212
99,138
216,182
177,235
243,165
29,125
147,156
147,111
142,232
167,2
32,27
193,211
9,217
185,151
127,53
32,51
31,174
202,148
244,181
151,29
163,67
203,35
114,39
183,137
28,73
34,41
128,151
128,131
164,46
53,218
133,178
38,108
232,3
244,31
17,9
79,138
132,27
105,173
42,199
186,167
31,61
120,85
1,97
65,44
231,34
169,162
57,88
35,33
102,133
119,232
11,36
174,0
82,203
91,34
128,197
142,126
99,181
53,80
140,190
121,136
170,189
84,129
203,209
68,112
6,35
196,120
47,91
127,168
244,116
131,36
204,176
100,25
180,67
232,103
78,35
143,114
148,30
227,29
186,241
23,33
207,146
141,17
117,221
85,84
48,2
49,69
69,101
169,140
163,44
192,117
95,66
197,111
94,91
0,85
113,167
178,39
36,203
162,150
48,158
93,145
131,198
98,199
42,18
205,92
112,43
231,83
149,177
201,41
127,93
0,174
138,149
114,201
43,89
186,242
127,224
23,219
187,73
130,28
121,235
98,209
62,105
163,186
222,128
123,214
195,63
82,16
174,106
227,164
148,94
209,24
50,116
155,191
14,195
41,51
58,136
193,184
36,91
10,93
86,123
43,238
104,87
11,160
2,147
51,72
80,199
32,87
182,13
128,58
38,81
19,120
174,116
42,183
115,64
184,203
188,220
232,164
77,25
30,32
24,170
125,14
2,214
3,28
94,20
226,210
107,68
13,22
112,227
40,122
72,83
19,135
95,200
72,61
154,141
194,5
248,0
180,136
67,207
236,207
61,181
14,139
96,4
4,167
195,92
237,173
139,26
86,74
205,52
121,238
109,177
75,219
184,51
16,227
152,105
157,18
149,117
110,34
25,51
208,158
188,181
121,58
118,171
117,55
189,18
83,173
161,87
104,193
160,70
228,234
251,53
251,48
121,94
70,59
213,80

0,1,1,1
1,1,1,0
0,0,0,0
0,0,0,1
0,0,0,0
1,1,1,1
0,0,0,0
0,1,1,0
1,1,1,1
1,0,1,0
1,1,1,1
1,1,1,1
0,0,0,0
1,0,1,0
0,0,0,0
0,0,0,0
0,1,1,0
0,1,1,0
0,0,0,1
1,1,1,1
1,1,1,1
0,1,1,0
1,1,1,1
1,1,1,1
1,1,1,1
1,1,1,0
0,1,1,0
0,0,0,1
1,1,1,1
1,1,1,1
1,0,1,0
1,1,1,1
0,0,0,0
0,0,0,0
0,0,0,0
1,1,1,1
1,0,0,0
0,0,0,0
0,0,0,0
1,1,1,1
1,1,1,1
0,0,0,0
0,1,1,0
0,0,0,0
1,0,1,1

0.6888888888888889
