684,266,389,384,160
559,6,378,1,225
629,262,273,724,422
192,614,312,717,580
763,331,160,602,260
707,370,241,112,335
359,341,337,107,127
9,382,584,149,277
723,370,73,590,371
277,690,740,269,102
754,258,415,67,778
804,332,350,401,272
599,669,329,261,2
70,521,364,26,701
472,627,176,703,174
600,389,739,411,110
396,628,416,749,288
314,181,270,525,231
705,235,573,432,701
486,193,343,568,385
551,811,416,58,292
87,591,312,17,264
174,62,412,214,559
600,332,171,220,0
677,559,97,205,163
537,588,178,391,26
72,661,108,282,190
777,120,421,273,662
115,786,632,708,671
755,345,2,555,641
709,525,785,431,259
431,222,143,734,259
448,604,707,125,354
99,236,341,348,116
177,105,496,505,164
755,213,754,698,426
797,518,93,795,366
659,612,120,6,20
147,560,662,693,233
423,552,210,504,133
288,158,519,26,728
265,389,177,635,83
697,143,26,715,694
639,485,760,805,741
544,37,644,93,259
543,571,109,433,151
714,625,89,532,48
244,95,26,477,670
151,352,700,440,217
675,496,243,439,652
510,208,623,732,516
459,288,595,151,240
183,62,590,697,204
28,394,658,649,623
802,396,121,640,714
128,605,608,614,764
128,413,347,403,427
53,346,804,455,693
550,150,358,50,238
488,403,404,550,650
756,389,383,764,755
273,804,492,414,43
335,595,387,549,774
388,127,658,645,711
617,484,205,59,512
42,773,51,474,563
442,348,561,445,674
543,460,543,799,23
257,154,481,345,448
321,753,658,203,711
57,83,268,657,786
291,135,623,31,800
119,180,231,671,2
779,592,606,84,678
430,413,720,90,268
82,0,65,39,576
91,727,88,757,764
398,719,272,178,72
611,764,301,586,771
565,643,383,294,397
633,573,219,580,131
84,323,165,379,230
203,144,434,551,454
324,457,408,127,646
774,596,204,207,404
47,116,4,13,2
639,741,174,163,175
131,767,40,486,511
180,318,241,395,692
143,560,394,359,570
660,145,411,331,110
227,521,334,420,594
791,492,397,82,254
719,190,516,203,592
373,79,726,691,313
560,742,271,162,683
305,206,29,80,289
581,417,170,540,490
169,228,665,393,69
675,318,203,8,221
448,791,479,145,79
95,366,219,752,89
197,7,534,236,493
606,509,110,220,280
256,790,811,665,356
690,158,468,350,700
292,758,695,123,445
387,592,765,101,77
610,155,130,699,524
554,559,665,379,710
368,495,637,59,113
201,626,120,186,561
383,523,640,274,131
512,798,351,524,115
370,90,184,283,689
555,290,110,522,739
383,566,710,784,397
23,675,598,283,75
699,71,190,636,17
130,624,767,774,68
377,421,558,512,471
98,68,763,7,303
574,437,89,665,330
734,13,717,67,422
123,101,652,760,628
594,787,318,372,245
739,264,293,511,432
148,721,159,420,548
209,197,315,428,477
562,380,504,725,793
411,100,339,625,547
782,385,808,758,455
41,765,360,511,8
58,157,377,200,774
705,230,601,623,101
36,504,797,166,391
778,662,796,676,461
86,30,52,68,82
43,255,298,91,376
11,531,650,781,529
770,772,724,653,771
307,660,273,328,126
80,586,640,646,264
32,123,679,350,47
182,451,38,140,555
128,214,482,610,701
806,316,193,232,771
275,741,560,528,300
174,250,214,261,75
554,605,45,552,305
371,681,122,439,50
184,552,689,693,138
444,188,534,278,171
488,209,231,357,719
589,691,510,535,102
286,296,348,251,574
280,59,321,747,483
637,490,341,187,338
770,478,544,34,765
515,541,434,390,318
94,225,326,344,373
226,606,614,588,419
269,238,484,17,341
296,677,151,607,225
328,382,122,560,89
19,216,82,805,458
607,272,102,0,513
410,167,89,458,506
450,669,750,625,405
