2732,2383,3092,3202,917
2607,1151,1806,813,3348
1653,277,2883,2504,440
3264,1395,1312,1264,2149
835,1126,1350,479,1465
763,1802,67,2615,1426
1731,272,1539,1458,898
1033,2050,2511,2863,1585
277,1838,3296,312,1327
1778,701,1446,870,1203
1828,2222,620,2939,2531
2647,1134,1884,1876,1782
3142,2336,1013,1304,2768
2648,231,2802,2012,113
2362,1943,1,430,1486
705,385,1169,239,1422
2599,3364,2238,1642,2824
2135,264,431,1166,958
2222,1583,2312,149,1797
2897,2907,436,857,324
1701,1024,1933,1207,1579
537,163,2928,252,2469
2893,3098,553,1248,2501
2120,1214,2072,1620,2862
2825,1903,2623,2337,2244
1940,2996,1988,1164,1065
2163,1686,1095,2145,1934
976,2719,1093,327,528
755,1885,2708,1673,2264
2046,2307,3273,2904,1205
1871,259,346,2702,2842
2496,1378,1857,2135,1081
2898,1140,2216,357,1801
99,164,368,1925,1584
2008,2474,358,1326,2132
3249,366,2990,1257,3162
755,1044,405,750,0
797,1257,2118,1668,205
659,2181,2464,268,2179
3219,2776,426,344,10
2958,1023,1876,3153,3053
423,3155,3092,1486,2768
3360,694,109,695,1538
3337,741,1953,2126,3014
2745,3331,777,849,316
639,1175,3259,2398,1887
544,3120,612,1033,2204
2591,2910,3203,677,501
714,670,745,1281,184
2292,1241,2110,1971,1876
151,1927,2440,2496,3334
2723,652,2332,2586,17
2558,240,1267,1831,1019
2930,923,3085,3241,1971
1207,204,1495,2516,788
2076,714,1863,2201,347
802,427,382,109,2706
2176,238,1535,801,1522
2176,2803,2675,2355,197
1956,43,2444,1144,2609
3125,1798,1922,3349,1537
1925,711,1764,2685,1167
756,2560,109,566,336
273,563,2637,353,1421
2383,674,3351,896,1864
388,2912,2942,2268,810
1641,3095,2279,2849,613
3114,1472,1211,266,2308
1466,1735,1273,397,934
2591,786,2166,2005,1656
888,800,2249,3082,966
257,2,231,3303,945
1345,3340,1918,2855,427
2105,1600,1871,1824,1662
2339,894,11,964,3295
3191,764,2057,163,3370
2827,3144,2625,1736,117
430,1795,218,2391,2369
3154,894,1419,1111,987
91,2010,2911,3277,448
1920,131,2123,2660,2492
2446,1254,129,2642,2816
2659,2502,1145,174,1935
1589,2452,1992,738,1664
2956,826,2969,338,226
2681,2050,2040,1044,1306
84,981,2334,3098,225
2251,175,3308,2460,753
324,1535,1111,1804,3201
774,110,788,2833,572
3012,1618,817,2434,2271
1071,254,904,1828,1434
639,1616,320,3018,2467
2036,2361,1954,935,1194
1155,1313,1694,1034,91
972,69,1894,2611,1980
2916,3293,165,130,2323
1204,1103,1814,193,723
2024,3161,2621,1943,1417
1167,493,2346,2432,124
1684,3061,1328,380,3013
3299,1304,105,1866,2863
3002,356,2068,2555,3006
2839,2748,1963,3140,1931
2767,889,2753,1428,2929
2957,2880,1144,1285,273
373,1469,429,2809,1220
1877,1101,542,750,1487
560,1548,1477,365,3001
1329,710,1848,2654,1409
1605,1137,2197,1195,384
2217,2609,2245,1282,2563
1699,131,3088,2427,3128
1472,928,1579,1541,198
3167,3187,1406,1587,1728
3269,1713,535,1485,322
256,2445,1192,933,1998
1905,75,1391,143,118
1316,3089,1968,1610,1570
1954,68,2855,2467,1004
816,2351,1640,1944,2399
2435,330,2854,606,2876
1634,2470,3066,1469,2175
973,2676,2944,2357,30
368,3317,2185,2303,1501
2023,870,764,1900,1918
2965,2480,1935,87,2321
201,1572,1772,925,2372
2431,1501,1077,1374,3264
1536,793,766,1123,2300
1930,547,2436,1482,1731
2418,960,1692,878,951
555,1856,3107,921,699
954,1032,3334,2437,1125
2071,3011,1577,493,2263
1723,2822,927,645,259
130,3173,1241,1124,871
2425,3068,2896,670,1286
2146,947,964,1795,3273
931,82,2286,1400,3344
2782,2424,1953,2059,1656
2171,1553,1169,2233,1811
1987,3198,111,3099,3155
2642,3336,1601,1000,3305
1966,47,601,3211,1857
2787,1579,1583,1188,286
3220,1795,2390,66,351
209,300,554,2965,679
2610,2123,2198,969,2464
1435,2353,2001,2654,2157
2830,1074,1859,1850,1665
3113,3210,1171,2302,999
3130,1195,2862,1819,1556
2753,719,3357,1141,107
3108,987,758,2670,1109
2826,3174,1348,433,2256
86,574,1492,890,2954
3115,2386,365,825,2112
872,1397,2974,984,989
2059,2467,1708,2600,648
2818,341,1487,3123,104
307,924,2977,626,2996
1104,955,2003,1821,3332
2080,2273,2981,2485,2370
1206,1113,2100,1704,3330
1152,458,1344,2098,1285
2854,1537,1553,2640,2866
275,506,657,231,693
1198,921,2033,523,2697
1578,2680,1447,2848,880
1395,1449,616,616,266
1208,1037,1298,825,2499
2492,2258,1338,895,3355
2536,1236,2679,1358,407
2334,1671,2595,2738,1697
1304,2856,2329,1980,3065
637,312,2388,2893,1108
770,341,449,958,2567
94,2085,742,436,1242
3298,1454,260,2236,1622
1899,1235,1681,3231,7
3341,1498,2269,3184,623
1904,1719,2493,305,2274
2344,1416,1848,1737,2862
1352,3068,2320,509,751
3091,2773,3266,2281,1134
607,239,2638,2958,2828
1434,677,689,2255,1811
2498,963,24,523,2935
1272,686,2885,1732,2387
180,744,1913,801,1516
2371,425,405,2029,364
3052,860,1544,2232,2070
3332,3135,712,760,1230
749,1081,1313,425,1502
2187,1015,69,667,2270
1020,2599,1632,434,1301
2646,705,2037,2655,373
2937,1459,256,145,2042
1645,701,811,1423,1376
843,365,2419,422,369
2744,1733,262,1922,1617
1552,954,398,1699,970
3224,351,1189,529,1289
925,936,1372,1447,1466
2197,2121,309,734,2654
1134,2741,1053,2751,1284
25,2567,861,2553,161
1488,355,2170,120,3041
956,2991,741,305,1679
1913,709,131,1161,2302
2934,681,3050,2073,2754
1141,796,3146,1693,445
1469,3318,1321,3312,680
1619,2938,96,2498,2125
2721,2901,416,1536,149
1896,779,3228,433,2379
928,515,2318,3289,2671
3300,2322,2914,3311,1593
1531,1955,1853,1797,3046
2811,46,1251,2900,1573
2169,2409,1859,653,714
1350,3217,2957,2853,361
469,1135,2385,2132,770
2335,2203,3362,1822,2168
525,1078,1634,444,2246
1863,2671,2387,313,3092
1720,713,1522,2555,2237
1176,2451,452,1666,2949
591,199,2635,2484,1073
2089,2046,2965,1430,2421
2322,940,2179,3165,3020
207,1646,2161,65,918
2827,2722,34,1065,2804
166,673,2259,376,207
2159,2122,858,2134,3367
1153,375,1736,2998,964
2783,2885,2537,1479,2983
1910,2524,2979,38,3345
2860,1838,2764,400,2480
216,928,106,1972,351
24,211,2007,2652,2074
67,1447,465,179,1053
3026,414,1248,237,383
1007,3295,177,2135,2790
2282,1903,523,540,2369
1740,1199,1640,3246,1010
2022,894,322,2185,1949
291,1128,790,282,3325
1750,2417,2244,3058,2096
1022,703,3369,494,3191
2749,1143,1834,3065,2278
2775,2231,911,2022,2943
2603,1134,2235,1680,3
2080,869,1340,669,2897
3083,1435,2919,2493,1342
1640,2053,205,978,465
2260,1059,2940,3127,2052
1162,877,1539,2625,3026
1718,1660,1530,2129,1105
1445,616,941,1438,2786
623,3267,307,49,1949
770,3228,1948,2036,1585
1563,2185,2386,318,3185
1241,299,2156,3073,659
2711,1667,2783,508,814
821,107,919,1995,338
307,1494,1646,1354,1831
1198,2666,3338,2435,330
1172,1770,1933,1853,2685
2997,132,1549,1880,3293
1565,1693,2003,2170,1736
2595,316,3075,2444,638
807,2476,1164,2586,2472
2121,2,3080,1796,2008
297,3038,2035,177,1122
2967,1093,2941,699,1390
730,1583,774,1066,1211
1970,1228,2868,310,3285
2924,1681,1439,2436,1774
1795,2127,887,59,1029
1823,2744,3371,1330,3140
2825,1577,2015,2775,1572
429,920,661,251,2684
