2732,4769
2607,4092
1653,2568
3264,846
4931,2537
4859,699
1033,3623
4373,1688
3468,1545
705,3425
2599,255
2135,2610
2222,4824
2897,1423
1701,1262
537,2374
2893,2877
2163,401
5072,111
4851,1473
2046,5192
1871,4994
2496,3104
99,2518
2008,2428
755,4618
797,2014
659,904
3219,3093
423,3703
3337,2245
2745,2331
4735,2266
544,3392
714,1632
2292,1806
151,3608
2723,2883
3531,3401
2930,1350
1207,4163
802,3484
2176,4716
2176,5109
1956,3781
3622,1
3560,1169
756,431
4369,436
4484,4649
1641,2072
3114,1988
4984,5191
4353,1093
4071,2708
4009,3907
2105,4442
3942,1857
3191,2216
430,4464
4187,4454
2446,2990
2659,405
1589,4522
2956,1876
2681,3788
4180,3414
2251,3092
4420,4205
4870,777
1071,3259
4735,612
5068,4095
1204,745
3918,3647
1167,2332
1684,4478
3299,2675
2767,2444
2957,1764
4469,109
560,3351
1605,1211
1472,1273
3678,2166
256,2249
3762,231
1954,1871
816,11
2435,2057
1634,218
973,1419
4464,4225
2023,2969
2965,2040
201,3308
2431,1111
2418,4884
4651,4913
5050,5000
3455,4416
4226,1694
931,4261
1987,2621
2787,4054
4305,4201
2610,3463
4182,2753
4968,1144
2059,429
307,4638
1152,1477
275,3088
1208,1579
2492,1406
2536,535
637,1192
770,1968
94,2855
3298,3499
2344,764
3091,1935
4703,3508
3912,1772
1434,5173
180,4862
2371,1692
3854,3569
4845,3604
2187,3334
5116,927
2646,1241
3533,5060
2937,2286
1645,3469
4939,111
1552,1601
3224,601
5021,1583
2197,4650
1134,2198
25,1859
1488,1171
956,3357
1913,758
2934,1492
1469,4461
2721,2974
1896,1708
928,1487
2811,2003
469,2981
2335,2100
525,1344
1863,1553
1720,4753
591,1447
2322,4712
3510,3971
207,1338
4262,3584
3421,2329
4089,2388
1910,3677
2860,4545
216,3982
24,742
4163,260
3026,2269
5103,2493
2282,2320
1740,3266
4387,2638
5118,3434
3781,689
2775,24
2603,4501
1162,1544
4075,712
623,4165
770,1632
4051,4352
1241,4907
2711,2419
821,262
4403,4494
1198,1372
2997,4405
2595,1053
807,4050
3465,4957
2121,2170
4393,741
3886,131
730,3146
1795,3495
1823,96
3466,416
3611,2318
4525,3551
199,2914
1447,1859
5181,2957
2389,2385
4961,3389
3116,3362
2850,1634
1954,1522
4863,452
1792,2965
1483,4130
197,858
894,1736
136,3534
2237,2979
2257,2764
1392,3537
3419,106
168,465
2852,1248
4272,4273
1561,4619
4419,322
508,790
3186,3369
5149,5007
1777,2235
3361,205
146,3939
4317,941
4605,4403
2562,1948
908,2386
4652,2156
4981,919
2813,3338
3695,1933
3413,3917
423,3075
3623,1164
3734,2035
3486,2941
3729,4870
967,2868
4370,1439
860,887
433,3371
4905,661
1429,269
4297,1325
3929,540
2546,1341
329,4506
3612,306
209,1551
3968,1133
1040,2599
164,5014
606,4635
1219,2726
1331,534
4232,3909
952,3926
4955,3905
3165,1975
2798,4767
160,957
2195,4377
4680,2024
1111,2887
3085,1209
1908,4663
2999,2833
2763,1974
732,3328
5028,2787
281,1229
4896,2812
3854,4360
4566,319
1308,3466
3396,4825
595,5129
647,84
4040,4356
573,443
256,3111
3208,2766
3279,2798
1028,2171
4444,560
2989,1310
586,1027
5102,2058
3291,1173
2867,4009
739,2938
4969,1377
4882,4321
3445,3251
437,3276
3898,564
4011,3522
1847,1881
1532,2538
1020,2526
941,2396
2903,910
449,13
3398,2657
3125,3862
816,3316
2107,906
1690,4739
4259,3231
3642,1009
945,1408
201,1560
1805,340
1862,4651
550,730
3751,3031
1672,3937
2040,1370
903,3231
504,3624
3811,4319
1479,1288
4496,4529
3128,3748
3821,4958
2711,4282
280,4341
1028,1232
2660,2340
5100,1723
2353,235
2391,4204
153,1295
3860,2061
2405,3737
2745,1744
4503,2866
1053,302
2977,130
3893,3233
2679,4572
2995,4698
4950,1434
4103,3528
2665,4435
3057,411
3968,2777
851,3288
1400,364
5028,1956
3793,1676
3331,4316
126,4164
577,69
804,1196
3024,2810
112,1649
1967,5016
650,1784
4333,492
1384,3440
5086,414
63,288
3999,1365
3988,4035
2502,3957
3516,3217
4699,4498
2671,2723
2387,4922
1868,4395
3441,371
2274,2145
1963,969
2956,2203
3898,4031
3969,5097
4903,688
5144,225
698,4491
292,4333
837,1518
4099,4513
4776,2190
4122,1390
736,2719
2296,3903
4461,3605
1971,666
3273,2542
197,2433
5025,1976
1671,835
2685,4945
606,2334
2120,993
4342,2058
1159,1273
1731,3718
2261,517
3395,2346
2375,198
595,1702
2304,2565
3717,2718
